Start,Steps,Max Value,Even Steps,Odd Steps
59380,241,481624,154,87
25054,232,481624,148,84
9447,153,107620,99,54
923,67,10528,45,22
98724,159,187432,104,55
51357,78,154072,54,24
10790,161,24280,104,57
97721,159,329812,104,55
66657,161,253096,105,56
44029,75,564244,52,23
64485,99,193456,67,32
32155,98,366280,66,32
82871,63,559384,45,18
2337,58,7012,40,18
67780,60,67780,43,17
19030,53,42820,38,15
59202,73,88804,51,22
32266,72,48400,50,22
43873,194,421684,125,69
46198,145,116944,95,50
55181,109,165544,73,36
23711,175,911572,113,62
29487,134,298564,88,46
71908,50,71908,37,13
71896,94,345544,64,30
64436,73,64436,51,22
40632,181,40632,117,64
20104,136,20104,89,47
64773,68,194320,48,20
14383,195,145636,125,70
84292,81,84292,56,25
3757,87,11272,58,29
20610,149,30916,97,52
16479,159,400948,103,56
39667,168,254176,109,59
75684,107,517912,72,35
99098,190,190996,123,67
71316,50,71316,37,13
77835,50,350260,37,13
14154,58,21232,41,17
76326,55,171736,40,15
13000,138,13000,90,48
55319,47,373408,35,12
815,134,9232,86,48
76078,55,256768,40,15
90475,102,407140,69,33
2444,40,2752,29,11
75994,107,410884,72,35
75917,156,227752,102,54
73320,156,73320,102,54
17369,48,58624,35,13
15329,84,118096,57,27
56943,104,648628,70,34
91752,32,91752,26,6
99132,66,250936,47,19
27307,183,122884,118,65
85452,58,96136,42,16
39916,75,85264,52,23
37220,93,37220,63,30
80880,89,145780,61,28
64645,148,193936,97,51
60280,91,85840,62,29
53029,78,159088,54,24
127,46,4372,31,15
52330,47,78496,35,12
27633,46,82900,34,12
65311,68,991924,48,20
55177,91,314260,62,29
86067,195,387304,126,69
44328,70,44328,49,21
68905,112,2235112,75,37
3798,69,8548,47,22
47883,96,215476,65,31
13719,63,92608,44,19
34561,54,103684,39,15
76590,156,258496,102,54
22117,43,66352,32,11
36245,67,108736,47,20
1646,135,9232,87,48
47524,101,114208,68,33
19257,105,138832,70,35
53174,78,201904,54,24
37431,93,479680,63,30
39283,75,176776,52,23
63375,285,9635920,181,104
68245,174,204736,113,61
11695,81,118420,55,26
56265,83,284848,57,26
75061,156,225184,102,54
97417,296,2106628,188,108
57546,166,86320,108,58
39225,106,167560,71,35
97946,177,8153620,115,62
13225,151,225988,98,53
40739,36,183328,28,8
25151,157,572992,102,55
63732,55,63732,40,15
49689,158,167704,103,55
99930,66,149896,47,19
73510,156,165400,102,54
8578,78,12868,53,25
8071,70,54484,48,22
8667,127,65824,83,44
57762,47,86644,35,12
36369,142,109108,93,49
6784,18,6784,16,2
41915,150,212200,98,52
70508,55,133864,40,15
79027,125,355624,83,42
67527,112,455812,75,37
70836,99,70836,67,32
45766,83,102976,57,26
19957,136,59872,89,47
87896,102,87896,69,33
46241,70,296296,49,21
37149,168,225988,109,59
94271,107,2324752,72,35
4758,77,10708,52,25
19098,105,39364,70,35
10396,148,19744,96,52
16242,40,27412,30,10
27697,90,83092,61,29
70481,174,225808,113,61
46164,52,46164,38,14
19817,74,150496,51,23
49841,189,575728,122,67
52854,47,133792,35,12
24918,38,56068,29,9
96732,97,163240,66,31
21567,149,491344,97,52
75453,156,226360,102,54
62824,86,62824,59,27
20807,180,399976,116,64
75521,63,226564,45,18
1760,117,9232,76,41
41950,93,6889048,63,30
92375,208,623536,134,74
2483,40,11176,29,11
24443,95,123748,64,31
33720,160,33720,104,56
58067,122,261304,81,41
93502,146,4549444,96,50
2080,32,2080,24,8
2718,66,13768,45,21
59677,117,179032,78,39
27953,90,85048,61,29
86445,71,259336,50,21
42461,150,127384,98,52
90398,63,457648,45,18
72848,156,72848,102,54
93608,146,93608,96,50
89107,120,400984,80,40
18450,229,250504,146,83
33537,41,100612,31,10
64078,47,243304,35,12
38259,80,172168,55,25
48303,96,1762720,65,31
28866,72,54808,50,22
6646,119,345544,78,41
38001,80,114004,55,25
26738,95,45124,64,31
11486,81,65428,55,26
38566,75,164752,52,23
25523,77,114856,53,24
65156,42,65156,32,10
55169,91,165508,62,29
52488,78,52488,54,24
12343,262,975400,166,96
40807,150,3529816,98,52
48771,39,219472,30,9
78624,138,78624,91,47
99786,203,250504,131,72
75630,63,255256,45,18
52604,78,199744,54,24
81975,89,5048080,61,28
26400,139,26400,91,48
85383,50,576340,37,13
81245,89,243736,61,28
76535,112,516616,75,37
55107,184,247984,119,65
30679,178,6810136,115,63
76219,107,385864,72,35
63231,104,3646276,70,34
74056,262,975400,167,95
56374,228,481624,146,82
31481,85,119536,58,27
85231,102,4914916,69,33
68837,81,206512,56,25
72259,50,325168,37,13
39987,67,179944,47,20
24161,43,91744,32,11
85596,50,144448,37,13
79112,125,79112,83,42
64930,161,97396,105,56
73507,156,330784,102,54
34912,49,34912,36,13
87128,71,87128,50,21
31822,54,120832,39,15
75040,156,75040,102,54
60536,135,76624,89,46
84459,226,1082320,145,81
12176,37,12176,28,9
54772,153,54772,100,53
86926,107,846916,72,35
66359,99,447928,67,32
17328,141,17328,92,49
47058,282,11003416,179,103
6151,111,41524,73,38
4426,139,9232,90,49
16033,45,48100,33,12
2199,32,14848,24,8
60501,42,181504,32,10
53395,215,2633632,138,77
20080,92,20080,62,30
36221,41,137536,31,10
41875,88,188440,60,28
13860,151,19744,98,53
50461,65,242512,46,19
31420,85,79540,58,27
8706,140,13060,91,49
42881,150,128644,98,52
23237,51,69712,37,14
87956,102,87956,69,33
85515,50,384820,37,13
15359,239,1992904,152,87
99714,66,149572,47,19
94915,177,427120,115,62
76919,169,519208,110,59
14597,45,43792,33,12
33573,129,100720,85,44
78758,200,575728,129,71
1280,13,1280,12,1
63198,78,359944,54,24
62517,42,187552,32,10
7084,57,10096,40,17
17772,97,33748,65,32
29976,90,29976,61,29
45649,83,136948,57,26
48286,44,244456,33,11
19064,53,24136,38,15
67643,205,342448,132,73
90094,102,410992,69,33
86144,71,86144,50,21
37600,124,37600,82,42
51921,52,155764,38,14
28530,51,48148,37,14
35955,49,161800,36,13
27857,64,100420,45,19
2574,146,9232,94,52
78345,138,396628,91,47
35368,98,35368,66,32
99609,141,336184,93,48
60775,91,5914132,62,29
23753,100,120256,67,33
55030,166,176308,108,58
17686,79,39796,54,25
51694,78,174472,54,24
55962,109,83944,73,36
76909,161,1052512,105,56
74533,156,223600,102,54
81995,151,368980,99,52
56134,197,250504,127,70
97426,84,296296,58,26
61269,60,183808,43,17
92202,40,138304,31,9
38244,80,38244,55,25
57385,104,653668,70,34
31654,103,71224,69,34
26658,183,250504,118,65
39953,168,119860,109,59
22181,56,94768,40,16
97433,84,328840,58,26
78412,107,88216,72,35
1623,135,10960,87,48
48757,65,146272,46,19
40810,88,61216,60,28
16726,66,37636,46,20
61397,135,184192,89,46
51227,78,875284,54,24
81183,76,1232980,53,23
82566,151,185776,99,52
29403,147,905416,96,51
4264,33,4264,25,8
96524,53,108592,39,14
46829,145,140488,95,50
47925,52,143776,38,14
74183,94,500740,64,30
93066,53,139600,39,14
59053,73,319300,51,22
11665,81,34996,55,26
35738,142,53608,93,49
89564,71,151144,50,21
29374,72,223072,50,22
36398,124,897856,82,42
86146,195,1276936,126,69
38710,124,220480,82,42
61121,34,183364,27,7
19251,48,86632,35,13
21173,56,63520,40,16
11556,143,14632,93,50
87411,58,393352,42,16
78618,138,117928,91,47
53277,171,159832,111,60
57493,34,172480,27,7
53003,78,238516,54,24
89600,89,89600,61,28
72356,187,695464,121,66
91249,32,273748,26,6
24763,69,125368,48,21
11047,68,83896,47,21
97000,146,97000,96,50
28770,165,43156,107,58
53303,78,455380,54,24
23151,113,375496,75,38
68248,174,138400,113,61
4854,121,12292,79,42
94614,84,212884,58,26
89400,120,305908,80,40
21793,56,65380,40,16
59130,210,250504,135,75
74479,143,8153620,94,49
67299,99,302848,67,32
31988,54,31988,39,15
15851,58,304720,41,17
12113,68,36340,47,21
24059,95,208384,64,31
45421,163,184192,106,57
38891,155,479572,101,54
66018,42,99028,32,10
47305,145,239488,95,50
32922,116,49384,77,39
1525,109,9232,71,38
15049,89,76192,60,29
35112,142,35112,93,49
37905,62,113716,44,18
54913,122,890656,81,41
34009,129,114784,85,44
61,19,184,14,5
74667,94,336004,64,30
83560,58,83560,42,16
55338,109,83008,73,36
13351,68,101392,47,21
24355,64,109600,45,19
45187,62,203344,44,18
28146,152,53440,99,53
34021,85,102064,58,27
86124,107,785752,72,35
75187,112,338344,75,37
85470,195,2631688,126,69
20582,61,46312,43,18
88930,164,133396,107,57
23052,38,25936,29,9
51475,171,742120,111,60
91749,71,275248,50,21
69627,112,446128,75,37
6961,57,20884,40,17
35773,155,619648,101,54
21521,74,64564,51,23
49482,96,74224,65,31
36409,186,122884,120,66
94007,84,634552,58,26
57135,104,578500,70,34
20492,149,23056,97,52
1342,96,39364,63,33
44624,132,44624,87,45
90328,151,846916,99,52
339,50,4372,34,16
71432,99,85840,67,32
12255,63,186136,44,19
51861,171,155584,111,60
11345,81,34036,55,26
1751,29,11824,22,7
54757,153,175444,100,53
67958,205,2480056,132,73
58054,73,130624,51,22
70856,112,70856,75,37
15897,53,53656,38,15
55762,60,211732,43,17
62553,254,481624,162,92
77455,76,784240,53,23
90601,115,774016,77,38
27936,152,27936,99,53
37642,62,56464,44,18
29712,41,29712,31,10
70343,143,474820,94,49
12183,37,82240,28,9
87834,133,131752,88,45
56277,153,168832,100,53
19542,136,43972,89,47
94458,84,179332,58,26
82311,89,555604,61,28
44814,70,151252,49,21
37199,261,2480056,166,95
8821,47,26464,34,13
24071,95,164752,64,31
69769,112,3394708,75,37
11123,130,50056,85,45
80560,138,80560,91,47
73544,94,176740,64,30
83442,89,158416,61,28
41787,62,211552,44,18
94935,146,640816,96,50
99805,203,299416,131,72
6738,181,138400,116,65
36063,93,547720,63,30
54238,184,521296,119,65
51572,26,51572,22,4
25511,113,314656,75,38
19427,48,87424,35,13
37266,155,94336,101,54
17851,71,90376,49,22
66151,73,1130272,51,22
87313,133,261940,88,45
89614,164,302452,107,57
74911,112,2879872,75,37
52376,140,52376,92,48
35436,80,255472,55,25
96444,128,586600,85,43
57133,34,171400,27,7
78946,76,118420,53,23
82051,182,369232,118,64
95403,53,429316,39,14
2984,22,2984,18,4
97242,190,145864,123,67
20663,167,8153620,108,59
23511,157,225988,102,55
78188,107,250504,72,35
40999,181,311344,117,64
56847,91,575584,62,29
94072,84,200932,58,26
6641,93,19924,62,31
44548,93,67768,63,30
54621,184,163864,119,65
15318,177,209680,114,63
7565,39,22696,29,10
27346,152,103840,99,53
94224,102,94224,69,33
79274,138,118912,91,47
74860,94,479680,64,30
80766,213,2619844,137,76
74039,187,499768,121,66
52394,47,78592,35,12
66082,192,190996,124,68
29431,121,198664,80,41
75533,107,226600,72,35
27789,108,83368,72,36
95506,146,407968,96,50
48544,65,48544,46,19
13920,32,13920,25,7
69347,143,312064,94,49
96123,115,493288,77,38
39975,75,303568,52,23
16372,66,118096,46,20
45085,62,135256,44,18
29630,59,427192,42,17
51185,78,153556,54,24
61917,148,185752,97,51
73973,156,221920,102,54
62188,60,112084,43,17
12985,50,43828,36,14
33040,129,33040,85,44
85432,50,85432,37,13
83692,133,105928,88,45
58607,166,5413552,108,58
10617,254,497176,161,93
50073,65,169000,46,19
24575,157,9565936,102,55
3431,118,250504,77,41
12677,55,38032,39,16
10817,117,32452,77,40
32734,191,279664,123,68
85681,50,257044,37,13
2051,37,9232,27,10
33934,85,114532,58,27
24952,51,31588,37,14
32414,191,164104,123,68
34802,80,111508,55,25
55620,91,55620,62,29
32914,266,975400,169,97
40601,88,208384,60,28
57776,73,61720,51,22
90817,133,272452,88,45
90094,102,410992,69,33
35401,80,179224,55,25
4495,77,45520,52,25
80689,213,6810136,137,76
89432,45,89432,34,11
74692,37,74692,29,8
97420,66,109600,47,19
43002,101,275560,68,33
67365,68,202096,48,20
45029,114,410884,76,38
97660,159,370816,104,55
37574,111,84544,74,37
807,72,39364,48,24
56639,109,1290328,73,36
29758,147,225988,96,51
34637,54,103912,39,15
80098,32,120148,26,6
48281,44,162952,33,11
24263,144,163780,94,50
80436,138,80436,91,47
62212,86,62212,59,27
54843,65,277648,46,19
56980,52,56980,38,14
81471,138,1856032,91,47
38198,137,367144,90,47
41845,181,190996,117,64
64755,192,291400,124,68
34158,129,115288,85,44
77130,76,164752,53,23
40043,168,192436,109,59
61666,55,92500,40,15
82857,120,3023620,80,40
27377,59,82132,42,17
55555,153,250000,100,53
14200,89,45520,60,29
81413,138,244240,91,47
50949,109,152848,73,36
73782,94,630340,64,30
72751,81,736612,56,25
66263,99,447280,67,32
46601,57,235924,41,16
76899,76,346048,53,23
62484,104,62484,70,34
18298,123,250504,81,42
30449,33,91348,26,7
26173,139,78520,91,48
42875,137,846916,90,47
7658,57,11488,40,17
84387,81,379744,56,25
25426,108,217240,72,36
26686,69,486952,48,21
24579,51,110608,37,14
28832,59,28832,42,17
7907,52,35584,37,15
61414,117,560356,78,39
54029,78,162088,54,24
7288,44,9232,32,12
33661,111,345544,74,37
75759,63,1294432,45,18
60505,135,204208,89,46
59721,78,302344,54,24
34702,129,117124,85,44
83301,151,249904,99,52
17675,79,79540,54,25
83561,89,634552,61,28
23875,144,107440,94,50
43643,57,220948,41,16
97821,159,293464,104,55
65161,223,626272,143,80
17603,79,79216,54,25
88802,71,133204,50,21
25932,170,83104,110,60
94378,146,141568,96,50
29193,46,147796,34,12
46543,114,1006504,76,38
42521,62,143512,44,18
64773,68,194320,48,20
58763,166,264436,108,58
50107,65,253672,46,19
81122,37,121684,29,8
25560,77,25560,53,24
33743,59,341656,42,17
69670,143,156760,94,49
80200,94,114208,64,30
21755,162,278800,105,57
3973,95,11920,63,32
70832,99,70832,67,32
41874,88,106000,60,28
94662,27,212992,23,4
9904,135,9904,88,47
3021,66,9232,45,21
41756,88,70468,60,28
85957,102,257872,69,33
86989,133,260968,88,45
45649,83,136948,57,26
9517,78,28552,53,25
2397,120,9232,78,42
84083,58,378376,42,16
19130,123,28696,81,42
1592,122,9232,79,43
11304,130,11304,85,45
30562,33,45844,26,7
71720,50,71720,37,13
92109,177,276328,115,62
99617,40,298852,31,9
86232,151,184192,99,52
7315,119,32920,78,41
19624,43,19624,32,11
67676,86,114208,59,27
96827,190,490192,123,67
65083,42,329488,32,10
83625,63,3214888,45,18
33131,98,149092,66,32
51757,171,1276936,111,60
97625,40,329488,31,9
26293,77,78880,53,24
86207,133,1963924,88,45
69275,135,6398980,89,46
2470,133,9232,86,47
53948,140,136564,92,48
22535,61,152116,43,18
63621,104,190864,70,34
48875,220,278368,141,79
49709,65,149128,46,19
74554,94,179152,64,30
68345,205,374596,132,73
49139,171,1702276,111,60
54303,184,1565728,119,65
47639,145,321568,95,50
78250,45,117376,34,11
2720,14,2720,13,1
22891,69,103012,48,21
77237,107,231712,72,35
36510,155,184840,101,54
42535,150,323008,98,52
92242,133,525364,88,45
18788,110,18788,73,37
48846,101,2112640,68,33
57933,104,223072,70,34
92125,115,560356,77,38
91660,32,103120,26,6
33063,142,251080,93,49
75714,107,215620,72,35
87264,133,95956,88,45
95757,53,287272,39,14
60462,91,204064,62,29
75419,231,2612464,148,83
66673,130,200020,86,44
34833,142,104500,93,49
31967,147,485512,96,51
72546,94,108820,64,30
12988,50,32884,36,14
37312,36,37312,28,8
31576,191,250504,123,68
63853,99,191560,67,32
1008,111,9232,72,39
70982,81,170584,56,25
76243,107,343096,72,35
47518,75,240568,52,23
29258,121,43888,80,41
87273,71,662740,50,21
42208,150,42208,98,52
13282,94,19924,63,31
61247,166,1395304,108,58
1436,52,9232,36,16
98876,159,400948,104,55
91358,115,520324,77,38
26661,95,79984,64,31
5085,33,15256,25,8
82198,138,184948,91,47
13508,37,13508,28,9
72596,68,72596,48,20
83808,107,83808,72,35
45540,132,64852,87,45
7492,88,9232,59,29
50193,65,150580,46,19
80396,138,90448,91,47
63889,192,191668,124,68
73610,50,110416,37,13
9078,184,1276936,118,66
20954,105,31432,70,35
76920,125,97360,83,42
67890,112,114568,75,37
23822,126,80404,83,43
37568,124,37568,82,42
24861,64,74584,45,19
21196,100,23848,67,33
77476,76,330964,53,23
90875,146,121012864,96,50
87267,71,392704,50,21
21428,30,21428,24,6
27084,183,32560,118,65
87047,71,587572,50,21
57373,78,172120,54,24
44065,70,132196,49,21
7814,39,17584,29,10
31599,77,359944,53,24
93107,146,418984,96,50
27083,183,121876,118,65
29242,121,43864,80,41
96215,84,649456,58,26
44570,70,66856,49,21
11746,99,17620,66,33
26030,51,87856,37,14
13026,45,19540,33,12
14289,32,42868,25,7
89187,120,401344,80,40
6541,44,19624,32,12
97769,71,835252,50,21
81959,89,622384,61,28
68879,174,697408,113,61
41847,132,282472,87,45
75933,55,227800,40,15
17483,48,78676,35,13
23412,144,23412,94,50
50976,127,50976,84,43
60546,47,90820,35,12
78798,125,448792,83,42
52308,47,52308,35,12
3094,35,6964,26,9
77259,107,347668,72,35
22043,268,2480056,170,98
52931,52,238192,38,14
44414,207,505924,133,74
93624,146,93624,96,50
97884,115,165184,77,38
33757,160,101272,104,56
53269,96,159808,65,31
39215,124,397060,82,42
81872,138,81872,91,47
28603,51,144808,37,14
53332,34,53332,27,7
48902,158,110032,103,55
99987,159,449944,104,55
63417,55,214036,40,15
32197,72,96592,50,22
5627,59,32056,41,18
7425,132,22276,86,46
12858,169,19288,109,60
19983,167,202336,108,59
76962,76,115444,53,23
1981,99,14308,65,34
48291,44,217312,33,11
26432,95,26432,64,31
84977,58,254932,42,16
82712,58,82712,42,16
26386,126,84544,83,43
38159,80,386368,55,25
23020,56,29140,40,16
18640,123,18640,81,42
85531,76,1461400,53,23
99912,66,99912,47,19
21564,30,54592,24,6
39342,168,132784,109,59
5777,142,17332,92,50
36445,62,109336,44,18
68917,81,206752,56,25
8712,47,8712,34,13
74319,68,752488,48,20
82971,226,17244088,145,81
85554,107,1040740,72,35
30708,134,65608,88,46
39111,75,264004,52,23
61789,55,185368,40,15
82880,45,82880,34,11
38828,168,6810136,109,59
5656,129,9232,84,45
44860,70,113560,49,21
53626,96,85912,65,31
52099,78,234448,54,24
15252,32,15252,25,7
527,79,9232,52,27
68761,81,232072,56,25
47838,57,272464,41,16
11537,143,34612,93,50
28542,196,365776,126,70
79084,138,100096,91,47
51028,127,51028,84,43
34532,54,34532,39,15
8713,140,44116,91,49
65456,130,95956,86,44
74745,63,538792,45,18
5110,59,14560,41,18
49269,158,147808,103,55
54616,184,83104,119,65
82504,89,223072,61,28
29760,41,29760,31,10
85709,32,257128,26,6
60113,65,180340,46,19
26590,77,227176,53,24
30016,28,30016,23,5
29010,134,954016,88,46
83310,151,281176,99,52
62047,148,942352,97,51
26144,46,26144,34,12
6155,155,27700,100,55
21805,56,65416,40,16
41689,44,140704,33,11
64289,99,192868,67,32
51196,171,984148,111,60
20582,61,46312,43,18
52649,78,899584,54,24
30088,41,30088,31,10
49931,114,224692,76,38
32982,67,118888,47,20
69299,143,311848,94,49
46168,145,46168,95,50
75305,112,2171284,75,37
43409,119,130228,79,40
39500,137,44440,90,47
52270,109,176416,73,36
38560,23,38560,20,3
74320,187,190996,121,66
95318,146,214468,96,50
96348,53,162592,39,14
48788,127,250504,84,43
35489,80,113704,55,25
74442,94,111664,64,30
74664,37,74664,29,8
22432,87,22432,59,28
61682,166,281392,108,58
63484,130,2316760,86,44
49154,96,73732,65,31
6369,106,275560,70,36
27425,90,82276,61,29
45005,163,135016,106,57
83870,164,6980632,107,57
88653,71,265960,50,21
56986,52,85480,38,14
50070,65,112660,46,19
52327,109,3394708,73,36
81062,63,230848,45,18
23399,82,899584,56,26
98394,115,147592,77,38
50862,57,171664,41,16
75898,63,113848,45,18
81906,257,295216,164,93
68578,174,102868,113,61
65642,42,98464,32,10
9079,184,1276936,118,66
25004,113,60100,75,38
62769,130,188308,86,44
51048,78,51048,54,24
71627,143,322324,94,49
57661,73,172984,51,22
49787,114,252052,76,38
1926,50,4336,35,15
83977,120,425140,80,40
26016,46,26016,34,12
33321,90,427012,61,29
64882,148,109492,97,51
90828,45,102184,34,11
26290,46,44368,34,12
3390,180,48904,115,65
25684,25,25684,21,4
13630,182,1276936,117,65
61551,254,2132080,162,92
24827,118,2324752,78,40
26631,95,179764,64,31
98763,159,444436,104,55
46164,52,46164,38,14
98512,40,98512,31,9
66436,68,319300,48,20
11654,112,95956,74,38
27962,59,41944,42,17
81942,182,184372,118,64
74138,112,111208,75,37
33663,111,1150360,74,37
98819,146,444688,96,50
56447,83,1928932,57,26
21289,56,242512,40,16
95082,53,142624,39,14
36878,49,124468,36,13
15314,84,65428,57,27
80886,213,311344,137,76
72716,143,81808,94,49
10327,55,69712,39,16
1561,60,5272,41,19
79149,125,237448,83,42
83187,213,374344,137,76
26746,46,40120,34,12
31891,59,143512,42,17
20023,211,2633632,135,76
52580,47,52580,35,12
70317,143,210952,94,49
83848,151,83848,99,52
28381,59,85144,42,17
2357,120,9232,78,42
70327,130,474712,86,44
92448,146,92448,96,50
89900,164,101140,107,57
20050,92,114208,62,30
75718,63,170368,45,18
16083,97,72376,65,32
662,25,1492,19,6
37413,186,269728,120,66
2921,79,22192,53,26
91195,208,1404052,134,74
60316,104,1100608,70,34
79562,76,119344,53,23
8947,96,86020,64,32
94243,102,424096,69,33
45501,83,145780,57,26
16310,128,61936,84,44
